48.94,-123.74,5.0
48.83,-124.05,6.0
48.43,-123.44,5.0
48.57,-123.53,5.0
48.62,-123.42,5.0
48.65,-123.63,5.0
49.35,-124.16,5.0
49.95,-125.27,5.0
50.33,-125.45,6.0
49.72,-124.9,5.0
50.07,-124.95,5.0
49.34,-124.98,6.0
49.38,-126.54,6.0
48.72,-125.1,6.0
50.53,-127.65,6.0
49.08,-125.77,6.0
48.95,-125.53,6.0
49.39,-123.54,5.0
49.47,-123.91,5.0
49.83,-124.5,5.0
54.26,-133.06,6.0
53.49,-130.64,6.0
51.25,-127.84,6.0
52.27,-128.41,6.0
53.56,-127.94,6.0
54.05,-128.63,6.0
54.01,-128.71,6.0
52.26,-128.72,6.0
54.5,-128.62,3.0
54.4,-126.67,3.0
54.46,-124.29,3.0
49.24,-121.76,6.0
49.28,-122.92,6.0
49.11,-122.7,5.0
49.26,-122.57,6.0
49.15,-122.27,6.0
49.33,-123.26,5.0
49.11,-122.11,6.0
49.3,-123.12,6.0
49.02,-122.78,5.0
50.11,-120.8,3.0
50.06,-119.45,3.0
49.18,-119.54,3.0
49.47,-120.51,3.0
49.3,-117.63,3.0
49.34,-117.77,3.0
50.24,-116.97,3.0
50.0,-117.37,3.0
49.49,-115.07,3.0
49.52,-115.46,3.0
50.63,-116.06,3.0
52.13,-119.29,3.0
51.58,-119.78,3.0
51.3,-116.98,3.0
52.05,-118.59,3.0
59.57,-133.7,2.0
60.77,-137.58,2.0
68.95,-137.22,4.0
70.17,-124.72,4.0
61.24,-123.74,4.0
68.32,-100.09,4.0
68.82,-93.43,4.0
63.34,-64.15,4.0
68.65,-71.17,4.0
69.08,-79.03,4.0
75.38,-105.72,4.0
53.05,-112.82,2.0
53.55,-114.11,2.0
52.97,-111.0,2.0
52.47,-112.12,2.0
53.72,-113.18,2.0
50.0,-113.64,2.0
49.7,-112.77,2.0
50.61,-112.98,2.0
49.79,-112.12,2.0
51.03,-115.03,2.0
54.42,-110.28,2.0
50.37,-102.57,2.0
50.55,-105.38,2.0
51.18,-104.87,2.0
50.55,-103.65,2.0
51.26,-103.75,2.0
50.2,-102.73,2.0
50.9,-101.72,2.0
52.33,-105.0,2.0
49.32,-102.12,2.0
50.57,-103.98,2.0
50.83,-107.31,2.0
50.27,-107.73,2.0
49.1,-107.02,2.0
53.45,-109.2,2.0
52.36,-108.83,2.0
51.48,-107.05,2.0
49.28,-99.29,2.0
50.66,-99.94,2.0
49.03,-97.56,2.0
50.01,-97.81,2.0
49.19,-98.9,2.0
53.16,-99.28,2.0
49.62,-95.2,2.0
49.85,-95.53,2.0
54.77,-101.88,2.0
51.45,-90.22,2.0
49.65,-93.72,2.0
50.29,-88.91,2.0
48.37,-89.12,3.0
51.27,-80.65,2.0
44.6,-75.67,3.0
46.05,-77.37,1.0
45.02,-74.75,3.0
44.43,-76.69,3.0
45.38,-75.72,1.0
44.17,-81.62,3.0
42.88,-78.97,3.0
42.04,-82.67,3.0
42.51,-81.64,3.0
42.88,-79.25,3.0
43.04,-79.33,3.0
42.33,-82.93,3.0
43.73,-80.33,3.0
43.7,-80.38,3.0
43.14,-80.77,3.0
44.15,-77.39,3.0
43.64,-79.88,3.0
43.87,-78.83,3.0
44.12,-77.53,3.0
46.87,-72.4,1.0
45.32,-74.17,1.0
46.67,-72.6,1.0
45.81,-73.43,1.0
45.3,-74.05,1.0
46.27,-73.02,1.0
45.5,-74.07,1.0
45.5,-74.37,1.0
46.98,-71.83,1.0
46.72,-72.08,1.0
46.53,-73.15,1.0
46.58,-72.23,1.0
46.35,-73.35,1.0
46.82,-71.92,1.0
46.28,-73.75,1.0
46.02,-71.95,1.0
45.4,-72.27,1.0
45.48,-71.95,1.0
45.15,-71.8,1.0
45.82,-71.98,1.0
45.88,-72.48,1.0
45.3,-72.9,1.0
45.8,-73.0,1.0
45.38,-72.72,1.0
45.07,-73.72,1.0
45.6,-70.87,1.0
45.38,-73.43,1.0
46.33,-71.67,1.0
45.37,-71.82,1.0
45.63,-71.37,1.0
45.27,-72.12,1.0
45.4,-73.13,1.0
45.12,-74.05,1.0
45.63,-72.13,1.0
45.13,-74.35,1.0
46.05,-70.52,1.0
46.07,-70.97,1.0
46.15,-70.7,1.0
45.57,-72.92,1.0
45.75,-70.68,1.0
45.2,-71.5,1.0
45.22,-73.85,1.0
46.25,-71.22,1.0
46.22,-70.5,1.0
46.33,-71.05,1.0
45.37,-71.53,1.0
46.5,-71.08,1.0
46.03,-73.12,1.0
46.1,-71.35,1.0
45.28,-74.1,1.0
45.77,-73.37,1.0
45.55,-75.55,1.0
45.95,-74.62,1.0
45.52,-75.78,1.0
45.9,-75.08,1.0
45.65,-74.33,1.0
46.85,-75.33,1.0
45.98,-74.0,1.0
45.8,-74.05,1.0
46.07,-76.05,1.0
50.28,-64.78,2.0
48.37,-67.23,2.0
48.45,-68.52,1.0
46.48,-70.22,1.0
48.88,-67.12,2.0
46.73,-70.02,1.0
48.33,-71.0,2.0
49.84,-71.17,2.0
48.43,-71.14,2.0
48.57,-71.33,2.0
47.92,-74.62,2.0
46.68,-73.92,1.0
46.71,-79.1,1.0
48.06,-77.79,2.0
46.71,-67.72,1.0
48.01,-64.49,3.0
46.17,-67.55,1.0
44.98,-64.92,3.0
45.07,-63.1,3.0
44.7,-63.9,3.0
43.99,-64.66,3.0
46.42,-63.08,3.0
47.98,-55.8,3.0
46.66,-53.08,3.0
48.95,-57.95,3.0
49.17,-57.43,3.0
48.35,-53.9,3.0
53.32,-60.42,2.0
55.45,-60.22,2.0
